========
Segment 0, number of frames = 41853, viterbi-score = 332543.856961
Printing random variables from (P,C,E)=(1,41852,0) sections
Ptn-0 P: G(0)=1,Z(0)=1
Ptn-577 C: G(577)=1,Z(577)=0
Ptn-578 C: G(578)=1,Z(578)=0
Ptn-579 C: G(579)=0,Z(579)=1
Ptn-580 C: G(580)=0,Z(580)=1
Ptn-581 C: G(581)=0,Z(581)=1
Ptn-582 C: G(582)=1,Z(582)=0
Ptn-583 C: G(583)=1,Z(583)=1
Ptn-584 C: G(584)=1,Z(584)=1
Ptn-585 C: G(585)=1,Z(585)=1
Ptn-586 C: G(586)=1,Z(586)=0
Ptn-587 C: G(587)=1,Z(587)=0
Ptn-588 C: G(588)=3,Z(588)=0
Ptn-589 C: G(589)=1,Z(589)=1
Ptn-590 C: G(590)=1,Z(590)=1
Ptn-591 C: G(591)=1,Z(591)=0
Ptn-592 C: G(592)=1,Z(592)=0
Ptn-593 C: G(593)=1,Z(593)=1
Ptn-594 C: G(594)=1,Z(594)=1
Ptn-595 C: G(595)=1,Z(595)=1
Ptn-596 C: G(596)=1,Z(596)=1
Ptn-597 C: G(597)=1,Z(597)=1
Ptn-598 C: G(598)=1,Z(598)=1
Ptn-599 C: G(599)=1,Z(599)=0
Ptn-600 C: G(600)=1,Z(600)=0
Ptn-601 C: G(601)=1,Z(601)=0
Ptn-602 C: G(602)=1,Z(602)=0
Ptn-603 C: G(603)=1,Z(603)=1
Ptn-604 C: G(604)=1,Z(604)=0
Ptn-605 C: G(605)=1,Z(605)=0
Ptn-606 C: G(606)=1,Z(606)=0
Ptn-607 C: G(607)=1,Z(607)=1
Ptn-608 C: G(608)=1,Z(608)=0
Ptn-609 C: G(609)=1,Z(609)=0
Ptn-610 C: G(610)=1,Z(610)=0
Ptn-611 C: G(611)=1,Z(611)=0
Ptn-612 C: G(612)=1,Z(612)=1
Ptn-613 C: G(613)=1,Z(613)=0
Ptn-614 C: G(614)=3,Z(614)=0
Ptn-615 C: G(615)=3,Z(615)=0
Ptn-616 C: G(616)=3,Z(616)=0
Ptn-617 C: G(617)=1,Z(617)=0
Ptn-618 C: G(618)=1,Z(618)=1
Ptn-619 C: G(619)=1,Z(619)=0
Ptn-620 C: G(620)=1,Z(620)=1
Ptn-621 C: G(621)=1,Z(621)=1
Ptn-622 C: G(622)=1,Z(622)=0
Ptn-623 C: G(623)=1,Z(623)=1
Ptn-624 C: G(624)=1,Z(624)=1
Ptn-625 C: G(625)=1,Z(625)=1
Ptn-626 C: G(626)=1,Z(626)=1
Ptn-627 C: G(627)=1,Z(627)=1
Ptn-628 C: G(628)=1,Z(628)=1
Ptn-629 C: G(629)=1,Z(629)=1
Ptn-630 C: G(630)=1,Z(630)=1
Ptn-631 C: G(631)=1,Z(631)=1
Ptn-632 C: G(632)=1,Z(632)=1
Ptn-633 C: G(633)=1,Z(633)=0
Ptn-634 C: G(634)=1,Z(634)=0
Ptn-635 C: G(635)=1,Z(635)=0
Ptn-636 C: G(636)=1,Z(636)=0
Ptn-637 C: G(637)=1,Z(637)=1
Ptn-638 C: G(638)=1,Z(638)=0
Ptn-639 C: G(639)=1,Z(639)=0
Ptn-640 C: G(640)=1,Z(640)=0
Ptn-641 C: G(641)=1,Z(641)=0
Ptn-642 C: G(642)=1,Z(642)=0
Ptn-643 C: G(643)=1,Z(643)=0
Ptn-644 C: G(644)=1,Z(644)=0
Ptn-645 C: G(645)=3,Z(645)=0
Ptn-646 C: G(646)=3,Z(646)=0
Ptn-647 C: G(647)=3,Z(647)=0
Ptn-648 C: G(648)=3,Z(648)=0
Ptn-649 C: G(649)=3,Z(649)=4
Ptn-650 C: G(650)=3,Z(650)=0
Ptn-651 C: G(651)=3,Z(651)=0
Ptn-652 C: G(652)=3,Z(652)=0
Ptn-653 C: G(653)=1,Z(653)=1
Ptn-654 C: G(654)=1,Z(654)=1
Ptn-655 C: G(655)=1,Z(655)=1
Ptn-656 C: G(656)=1,Z(656)=1
Ptn-657 C: G(657)=1,Z(657)=1
Ptn-658 C: G(658)=1,Z(658)=1
Ptn-659 C: G(659)=3,Z(659)=0
Ptn-660 C: G(660)=3,Z(660)=4
Ptn-661 C: G(661)=3,Z(661)=0
Ptn-662 C: G(662)=3,Z(662)=0
Ptn-663 C: G(663)=3,Z(663)=1
Ptn-664 C: G(664)=3,Z(664)=1
Ptn-665 C: G(665)=3,Z(665)=2
Ptn-666 C: G(666)=3,Z(666)=0
Ptn-667 C: G(667)=3,Z(667)=0
Ptn-668 C: G(668)=3,Z(668)=1
Ptn-669 C: G(669)=1,Z(669)=1
Ptn-670 C: G(670)=1,Z(670)=1
Ptn-671 C: G(671)=1,Z(671)=1
Ptn-672 C: G(672)=1,Z(672)=1
Ptn-673 C: G(673)=1,Z(673)=0
Ptn-674 C: G(674)=1,Z(674)=0
Ptn-675 C: G(675)=1,Z(675)=0
Ptn-676 C: G(676)=1,Z(676)=0
Ptn-677 C: G(677)=1,Z(677)=0
Ptn-678 C: G(678)=1,Z(678)=0
Ptn-679 C: G(679)=0,Z(679)=1
Ptn-680 C: G(680)=1,Z(680)=0
Ptn-681 C: G(681)=1,Z(681)=0
Ptn-682 C: G(682)=1,Z(682)=0
Ptn-683 C: G(683)=1,Z(683)=0
Ptn-684 C: G(684)=0,Z(684)=1
Ptn-685 C: G(685)=0,Z(685)=1
Ptn-686 C: G(686)=0,Z(686)=1
Ptn-687 C: G(687)=0,Z(687)=1
Ptn-688 C: G(688)=1,Z(688)=0
Ptn-689 C: G(689)=0,Z(689)=1
Ptn-690 C: G(690)=1,Z(690)=0
Ptn-691 C: G(691)=1,Z(691)=0
Ptn-692 C: G(692)=1,Z(692)=0
Ptn-693 C: G(693)=1,Z(693)=0
Ptn-694 C: G(694)=0,Z(694)=1
Ptn-695 C: G(695)=0,Z(695)=1
Ptn-696 C: G(696)=0,Z(696)=1
Ptn-697 C: G(697)=0,Z(697)=1
Ptn-698 C: G(698)=0,Z(698)=1
Ptn-699 C: G(699)=0,Z(699)=1
Ptn-700 C: G(700)=0,Z(700)=1
Ptn-701 C: G(701)=1,Z(701)=0
Ptn-702 C: G(702)=1,Z(702)=0
Ptn-703 C: G(703)=1,Z(703)=0
Ptn-704 C: G(704)=1,Z(704)=0
Ptn-705 C: G(705)=1,Z(705)=1
Ptn-706 C: G(706)=1,Z(706)=1
Ptn-707 C: G(707)=1,Z(707)=0
Ptn-708 C: G(708)=1,Z(708)=1
Ptn-709 C: G(709)=1,Z(709)=0
Ptn-710 C: G(710)=1,Z(710)=0
Ptn-711 C: G(711)=1,Z(711)=0
Ptn-712 C: G(712)=1,Z(712)=1
Ptn-713 C: G(713)=1,Z(713)=1
Ptn-714 C: G(714)=1,Z(714)=0
Ptn-715 C: G(715)=1,Z(715)=0
Ptn-716 C: G(716)=1,Z(716)=1
Ptn-717 C: G(717)=1,Z(717)=1
Ptn-718 C: G(718)=1,Z(718)=0
Ptn-719 C: G(719)=1,Z(719)=0
Ptn-720 C: G(720)=1,Z(720)=1
Ptn-721 C: G(721)=1,Z(721)=0
Ptn-722 C: G(722)=1,Z(722)=0
Ptn-723 C: G(723)=1,Z(723)=0
Ptn-724 C: G(724)=1,Z(724)=1
Ptn-725 C: G(725)=1,Z(725)=0
Ptn-726 C: G(726)=1,Z(726)=1
Ptn-727 C: G(727)=1,Z(727)=0
Ptn-728 C: G(728)=1,Z(728)=0
Ptn-729 C: G(729)=1,Z(729)=0
Ptn-730 C: G(730)=1,Z(730)=0
Ptn-731 C: G(731)=1,Z(731)=0
Ptn-732 C: G(732)=1,Z(732)=0
Ptn-733 C: G(733)=1,Z(733)=0
Ptn-734 C: G(734)=1,Z(734)=0
Ptn-735 C: G(735)=1,Z(735)=0
Ptn-736 C: G(736)=1,Z(736)=0
Ptn-737 C: G(737)=1,Z(737)=0
Ptn-738 C: G(738)=1,Z(738)=0
Ptn-739 C: G(739)=1,Z(739)=0
Ptn-740 C: G(740)=1,Z(740)=0
Ptn-741 C: G(741)=1,Z(741)=0
Ptn-742 C: G(742)=1,Z(742)=0
Ptn-743 C: G(743)=1,Z(743)=0
Ptn-744 C: G(744)=1,Z(744)=0
Ptn-745 C: G(745)=1,Z(745)=0
Ptn-746 C: G(746)=1,Z(746)=0
Ptn-747 C: G(747)=1,Z(747)=0
Ptn-748 C: G(748)=1,Z(748)=0
Ptn-749 C: G(749)=1,Z(749)=0
Ptn-750 C: G(750)=1,Z(750)=0
Ptn-751 C: G(751)=1,Z(751)=0
Ptn-752 C: G(752)=1,Z(752)=0
Ptn-753 C: G(753)=1,Z(753)=0
Ptn-754 C: G(754)=1,Z(754)=0
Ptn-755 C: G(755)=1,Z(755)=0
Ptn-756 C: G(756)=1,Z(756)=0
Ptn-757 C: G(757)=1,Z(757)=0
Ptn-758 C: G(758)=1,Z(758)=0
Ptn-759 C: G(759)=1,Z(759)=0
Ptn-760 C: G(760)=1,Z(760)=0
Ptn-761 C: G(761)=3,Z(761)=0
Ptn-762 C: G(762)=3,Z(762)=0
Ptn-763 C: G(763)=1,Z(763)=0
Ptn-764 C: G(764)=1,Z(764)=0
Ptn-765 C: G(765)=1,Z(765)=0
Ptn-766 C: G(766)=1,Z(766)=0
Ptn-767 C: G(767)=1,Z(767)=0
Ptn-768 C: G(768)=1,Z(768)=0
Ptn-769 C: G(769)=1,Z(769)=0
Ptn-770 C: G(770)=1,Z(770)=0
Ptn-771 C: G(771)=1,Z(771)=0
Ptn-772 C: G(772)=1,Z(772)=0
Ptn-773 C: G(773)=1,Z(773)=0
Ptn-774 C: G(774)=1,Z(774)=0
Ptn-775 C: G(775)=1,Z(775)=0
Ptn-776 C: G(776)=1,Z(776)=0
Ptn-777 C: G(777)=1,Z(777)=0
Ptn-778 C: G(778)=1,Z(778)=0
Ptn-779 C: G(779)=1,Z(779)=0
Ptn-780 C: G(780)=1,Z(780)=0
Ptn-781 C: G(781)=1,Z(781)=0
Ptn-782 C: G(782)=1,Z(782)=0
Ptn-783 C: G(783)=1,Z(783)=0
Ptn-784 C: G(784)=1,Z(784)=0
Ptn-785 C: G(785)=1,Z(785)=0
Ptn-786 C: G(786)=1,Z(786)=0
Ptn-787 C: G(787)=1,Z(787)=0
Ptn-788 C: G(788)=1,Z(788)=0
Ptn-789 C: G(789)=1,Z(789)=0
Ptn-790 C: G(790)=1,Z(790)=0
Ptn-791 C: G(791)=1,Z(791)=0
Ptn-792 C: G(792)=1,Z(792)=1
Ptn-793 C: G(793)=1,Z(793)=0
Ptn-794 C: G(794)=1,Z(794)=0
Ptn-795 C: G(795)=1,Z(795)=0
Ptn-796 C: G(796)=1,Z(796)=0
Ptn-797 C: G(797)=1,Z(797)=0
Ptn-798 C: G(798)=1,Z(798)=0
Ptn-799 C: G(799)=1,Z(799)=0
Ptn-800 C: G(800)=1,Z(800)=0
Ptn-801 C: G(801)=1,Z(801)=0
Ptn-802 C: G(802)=1,Z(802)=0
Ptn-803 C: G(803)=1,Z(803)=0
Ptn-804 C: G(804)=1,Z(804)=0
Ptn-805 C: G(805)=1,Z(805)=0
Ptn-806 C: G(806)=1,Z(806)=0
Ptn-807 C: G(807)=1,Z(807)=0
Ptn-808 C: G(808)=1,Z(808)=0
Ptn-809 C: G(809)=1,Z(809)=0
Ptn-810 C: G(810)=1,Z(810)=0
Ptn-811 C: G(811)=1,Z(811)=0
Ptn-812 C: G(812)=1,Z(812)=0
Ptn-813 C: G(813)=1,Z(813)=0
Ptn-814 C: G(814)=1,Z(814)=0
Ptn-815 C: G(815)=1,Z(815)=0
Ptn-816 C: G(816)=1,Z(816)=0
Ptn-817 C: G(817)=1,Z(817)=0
Ptn-818 C: G(818)=1,Z(818)=0
Ptn-819 C: G(819)=1,Z(819)=0
Ptn-820 C: G(820)=1,Z(820)=0
Ptn-821 C: G(821)=1,Z(821)=0
Ptn-822 C: G(822)=1,Z(822)=0
Ptn-823 C: G(823)=1,Z(823)=0
Ptn-824 C: G(824)=1,Z(824)=0
Ptn-825 C: G(825)=1,Z(825)=0
Ptn-826 C: G(826)=1,Z(826)=0
Ptn-827 C: G(827)=1,Z(827)=0
Ptn-828 C: G(828)=1,Z(828)=0
Ptn-829 C: G(829)=1,Z(829)=0
Ptn-830 C: G(830)=1,Z(830)=0
Ptn-831 C: G(831)=1,Z(831)=0
Ptn-832 C: G(832)=1,Z(832)=0
Ptn-833 C: G(833)=1,Z(833)=0
Ptn-834 C: G(834)=1,Z(834)=0
Ptn-835 C: G(835)=1,Z(835)=0
Ptn-836 C: G(836)=1,Z(836)=0
Ptn-837 C: G(837)=1,Z(837)=0
Ptn-838 C: G(838)=1,Z(838)=0
Ptn-839 C: G(839)=1,Z(839)=0
Ptn-840 C: G(840)=1,Z(840)=0
Ptn-841 C: G(841)=1,Z(841)=0
Ptn-842 C: G(842)=1,Z(842)=0
Ptn-843 C: G(843)=1,Z(843)=0
Ptn-844 C: G(844)=1,Z(844)=0
Ptn-845 C: G(845)=1,Z(845)=0
Ptn-846 C: G(846)=1,Z(846)=0
Ptn-847 C: G(847)=1,Z(847)=0
Ptn-848 C: G(848)=1,Z(848)=0
Ptn-849 C: G(849)=1,Z(849)=0
Ptn-850 C: G(850)=1,Z(850)=0
Ptn-851 C: G(851)=1,Z(851)=0
Ptn-852 C: G(852)=1,Z(852)=0
Ptn-853 C: G(853)=1,Z(853)=0
Ptn-854 C: G(854)=1,Z(854)=0
Ptn-855 C: G(855)=1,Z(855)=0
Ptn-856 C: G(856)=1,Z(856)=0
Ptn-857 C: G(857)=1,Z(857)=0
Ptn-858 C: G(858)=1,Z(858)=0
Ptn-859 C: G(859)=1,Z(859)=0
Ptn-860 C: G(860)=1,Z(860)=1
Ptn-861 C: G(861)=1,Z(861)=1
Ptn-862 C: G(862)=1,Z(862)=0
Ptn-863 C: G(863)=1,Z(863)=1
Ptn-864 C: G(864)=1,Z(864)=0
Ptn-865 C: G(865)=1,Z(865)=0
Ptn-866 C: G(866)=1,Z(866)=0
Ptn-867 C: G(867)=1,Z(867)=0
Ptn-868 C: G(868)=1,Z(868)=0
Ptn-869 C: G(869)=1,Z(869)=0
Ptn-870 C: G(870)=1,Z(870)=0
Ptn-871 C: G(871)=1,Z(871)=0
Ptn-872 C: G(872)=1,Z(872)=0
Ptn-873 C: G(873)=1,Z(873)=0
Ptn-874 C: G(874)=1,Z(874)=0
Ptn-875 C: G(875)=1,Z(875)=0
Ptn-876 C: G(876)=1,Z(876)=0
Ptn-877 C: G(877)=1,Z(877)=0
Ptn-878 C: G(878)=1,Z(878)=0
Ptn-879 C: G(879)=1,Z(879)=0
Ptn-880 C: G(880)=1,Z(880)=0
Ptn-881 C: G(881)=1,Z(881)=0
Ptn-882 C: G(882)=1,Z(882)=0
Ptn-883 C: G(883)=1,Z(883)=0
Ptn-884 C: G(884)=1,Z(884)=0
Ptn-885 C: G(885)=1,Z(885)=0
Ptn-886 C: G(886)=1,Z(886)=0
Ptn-887 C: G(887)=1,Z(887)=0
Ptn-888 C: G(888)=1,Z(888)=0
Ptn-889 C: G(889)=1,Z(889)=0
Ptn-890 C: G(890)=1,Z(890)=0
Ptn-891 C: G(891)=1,Z(891)=0
Ptn-892 C: G(892)=1,Z(892)=0
Ptn-893 C: G(893)=1,Z(893)=0
Ptn-894 C: G(894)=1,Z(894)=0
Ptn-895 C: G(895)=1,Z(895)=0
Ptn-896 C: G(896)=1,Z(896)=0
Ptn-897 C: G(897)=1,Z(897)=0
Ptn-898 C: G(898)=1,Z(898)=0
Ptn-899 C: G(899)=1,Z(899)=0
Ptn-900 C: G(900)=1,Z(900)=0
Ptn-901 C: G(901)=1,Z(901)=0
Ptn-902 C: G(902)=1,Z(902)=0
Ptn-903 C: G(903)=1,Z(903)=0
Ptn-904 C: G(904)=1,Z(904)=0
Ptn-905 C: G(905)=1,Z(905)=0
Ptn-906 C: G(906)=1,Z(906)=0
Ptn-907 C: G(907)=1,Z(907)=0
Ptn-908 C: G(908)=1,Z(908)=0
Ptn-909 C: G(909)=1,Z(909)=0
Ptn-910 C: G(910)=1,Z(910)=0
Ptn-911 C: G(911)=1,Z(911)=0
Ptn-912 C: G(912)=1,Z(912)=0
Ptn-913 C: G(913)=1,Z(913)=0
Ptn-914 C: G(914)=1,Z(914)=0
Ptn-915 C: G(915)=1,Z(915)=0
Ptn-916 C: G(916)=1,Z(916)=0
Ptn-917 C: G(917)=1,Z(917)=0
Ptn-918 C: G(918)=1,Z(918)=0
Ptn-919 C: G(919)=3,Z(919)=0
Ptn-920 C: G(920)=3,Z(920)=0
Ptn-921 C: G(921)=3,Z(921)=0
Ptn-922 C: G(922)=3,Z(922)=0
Ptn-923 C: G(923)=3,Z(923)=0
Ptn-924 C: G(924)=1,Z(924)=1
Ptn-925 C: G(925)=1,Z(925)=1
Ptn-926 C: G(926)=1,Z(926)=0
Ptn-927 C: G(927)=1,Z(927)=0
Ptn-928 C: G(928)=1,Z(928)=1
Ptn-929 C: G(929)=1,Z(929)=1
Ptn-930 C: G(930)=1,Z(930)=1
Ptn-931 C: G(931)=1,Z(931)=0
Ptn-932 C: G(932)=1,Z(932)=0
Ptn-933 C: G(933)=1,Z(933)=0
Ptn-934 C: G(934)=1,Z(934)=0
Ptn-935 C: G(935)=3,Z(935)=0
Ptn-936 C: G(936)=3,Z(936)=0
Ptn-937 C: G(937)=1,Z(937)=1
Ptn-938 C: G(938)=1,Z(938)=1
Ptn-939 C: G(939)=1,Z(939)=0
Ptn-940 C: G(940)=1,Z(940)=0
Ptn-941 C: G(941)=1,Z(941)=0
Ptn-942 C: G(942)=1,Z(942)=0
Ptn-943 C: G(943)=1,Z(943)=0
Ptn-944 C: G(944)=1,Z(944)=0
Ptn-945 C: G(945)=1,Z(945)=0
Ptn-946 C: G(946)=1,Z(946)=0
Ptn-947 C: G(947)=1,Z(947)=0
Ptn-948 C: G(948)=1,Z(948)=0
Ptn-949 C: G(949)=1,Z(949)=0
Ptn-950 C: G(950)=1,Z(950)=0
Ptn-951 C: G(951)=1,Z(951)=0
Ptn-952 C: G(952)=1,Z(952)=0
Ptn-953 C: G(953)=1,Z(953)=0
Ptn-954 C: G(954)=1,Z(954)=0
Ptn-955 C: G(955)=1,Z(955)=0
Ptn-956 C: G(956)=1,Z(956)=0
Ptn-957 C: G(957)=3,Z(957)=0
Ptn-958 C: G(958)=1,Z(958)=0
Ptn-959 C: G(959)=1,Z(959)=0
Ptn-960 C: G(960)=1,Z(960)=0
Ptn-961 C: G(961)=1,Z(961)=0
Ptn-962 C: G(962)=1,Z(962)=0
Ptn-963 C: G(963)=1,Z(963)=0
Ptn-964 C: G(964)=1,Z(964)=0
Ptn-965 C: G(965)=1,Z(965)=0
Ptn-966 C: G(966)=1,Z(966)=0
Ptn-967 C: G(967)=1,Z(967)=0
Ptn-968 C: G(968)=1,Z(968)=0
Ptn-969 C: G(969)=1,Z(969)=0
Ptn-970 C: G(970)=1,Z(970)=0
Ptn-971 C: G(971)=1,Z(971)=0
Ptn-972 C: G(972)=1,Z(972)=0
Ptn-973 C: G(973)=1,Z(973)=0
Ptn-974 C: G(974)=1,Z(974)=0
Ptn-975 C: G(975)=1,Z(975)=0
Ptn-976 C: G(976)=1,Z(976)=0
Ptn-977 C: G(977)=1,Z(977)=0
Ptn-978 C: G(978)=1,Z(978)=0
Ptn-979 C: G(979)=1,Z(979)=0
Ptn-980 C: G(980)=1,Z(980)=0
Ptn-981 C: G(981)=1,Z(981)=0
Ptn-982 C: G(982)=1,Z(982)=0
Ptn-983 C: G(983)=1,Z(983)=0
Ptn-984 C: G(984)=1,Z(984)=0
Ptn-985 C: G(985)=1,Z(985)=0
Ptn-986 C: G(986)=1,Z(986)=0
Ptn-987 C: G(987)=1,Z(987)=0
Ptn-988 C: G(988)=1,Z(988)=0
Ptn-989 C: G(989)=3,Z(989)=0
Ptn-990 C: G(990)=3,Z(990)=0
Ptn-991 C: G(991)=1,Z(991)=0
Ptn-992 C: G(992)=1,Z(992)=0
Ptn-993 C: G(993)=1,Z(993)=0
Ptn-994 C: G(994)=1,Z(994)=0
Ptn-995 C: G(995)=1,Z(995)=0
Ptn-996 C: G(996)=1,Z(996)=0
Ptn-997 C: G(997)=1,Z(997)=0
Ptn-998 C: G(998)=1,Z(998)=0
Ptn-999 C: G(999)=1,Z(999)=0
Ptn-1000 C: G(1000)=1,Z(1000)=0
Ptn-1001 C: G(1001)=1,Z(1001)=0
Ptn-1002 C: G(1002)=1,Z(1002)=0
Ptn-1003 C: G(1003)=3,Z(1003)=0
Ptn-1004 C: G(1004)=3,Z(1004)=0
Ptn-1005 C: G(1005)=3,Z(1005)=0
Ptn-1006 C: G(1006)=3,Z(1006)=0
Ptn-1007 C: G(1007)=3,Z(1007)=0
Ptn-1008 C: G(1008)=3,Z(1008)=0
Ptn-1009 C: G(1009)=3,Z(1009)=0
Ptn-1010 C: G(1010)=3,Z(1010)=0
Ptn-1011 C: G(1011)=3,Z(1011)=0
Ptn-1012 C: G(1012)=1,Z(1012)=0
Ptn-1013 C: G(1013)=1,Z(1013)=0
Ptn-1014 C: G(1014)=1,Z(1014)=0
Ptn-1015 C: G(1015)=1,Z(1015)=0
Ptn-1016 C: G(1016)=1,Z(1016)=0
Ptn-1017 C: G(1017)=1,Z(1017)=0
Ptn-1018 C: G(1018)=1,Z(1018)=0
Ptn-1019 C: G(1019)=1,Z(1019)=0
Ptn-1020 C: G(1020)=1,Z(1020)=0
Ptn-1021 C: G(1021)=1,Z(1021)=0
Ptn-1022 C: G(1022)=1,Z(1022)=1
Ptn-1023 C: G(1023)=3,Z(1023)=0
Ptn-1024 C: G(1024)=3,Z(1024)=0
Ptn-1025 C: G(1025)=3,Z(1025)=0
Ptn-1026 C: G(1026)=3,Z(1026)=0
Ptn-1027 C: G(1027)=3,Z(1027)=0
Ptn-1028 C: G(1028)=3,Z(1028)=0
Ptn-1029 C: G(1029)=3,Z(1029)=0
Ptn-1030 C: G(1030)=3,Z(1030)=0
Ptn-1031 C: G(1031)=3,Z(1031)=0
Ptn-1032 C: G(1032)=3,Z(1032)=0
Ptn-1033 C: G(1033)=3,Z(1033)=0
Ptn-1034 C: G(1034)=3,Z(1034)=1
Ptn-1035 C: G(1035)=3,Z(1035)=1
Ptn-1036 C: G(1036)=3,Z(1036)=0
Ptn-1037 C: G(1037)=3,Z(1037)=0
Ptn-1038 C: G(1038)=3,Z(1038)=0
Ptn-1039 C: G(1039)=3,Z(1039)=0
Ptn-1040 C: G(1040)=3,Z(1040)=0
Ptn-1041 C: G(1041)=3,Z(1041)=0
Ptn-1042 C: G(1042)=3,Z(1042)=0
Ptn-1043 C: G(1043)=3,Z(1043)=0
Ptn-1044 C: G(1044)=3,Z(1044)=0
Ptn-1045 C: G(1045)=3,Z(1045)=0
Ptn-1046 C: G(1046)=3,Z(1046)=0
Ptn-1047 C: G(1047)=3,Z(1047)=0
Ptn-1048 C: G(1048)=3,Z(1048)=0
Ptn-1049 C: G(1049)=3,Z(1049)=0
Ptn-1050 C: G(1050)=3,Z(1050)=0
Ptn-1051 C: G(1051)=3,Z(1051)=0
Ptn-1052 C: G(1052)=3,Z(1052)=0
Ptn-1053 C: G(1053)=3,Z(1053)=0
Ptn-1054 C: G(1054)=3,Z(1054)=0
Ptn-1055 C: G(1055)=3,Z(1055)=0
Ptn-1056 C: G(1056)=3,Z(1056)=0
Ptn-1057 C: G(1057)=3,Z(1057)=0
Ptn-1058 C: G(1058)=3,Z(1058)=0
Ptn-1059 C: G(1059)=3,Z(1059)=0
Ptn-1060 C: G(1060)=3,Z(1060)=0
Ptn-1061 C: G(1061)=3,Z(1061)=0
Ptn-1062 C: G(1062)=3,Z(1062)=0
Ptn-1063 C: G(1063)=3,Z(1063)=0
Ptn-1064 C: G(1064)=3,Z(1064)=0
Ptn-1065 C: G(1065)=3,Z(1065)=0
Ptn-1066 C: G(1066)=3,Z(1066)=0
Ptn-1067 C: G(1067)=3,Z(1067)=0
Ptn-1068 C: G(1068)=3,Z(1068)=0
Ptn-1069 C: G(1069)=3,Z(1069)=0
Ptn-1070 C: G(1070)=3,Z(1070)=0
Ptn-1071 C: G(1071)=3,Z(1071)=0
Ptn-1072 C: G(1072)=3,Z(1072)=0
Ptn-1073 C: G(1073)=3,Z(1073)=0
Ptn-1074 C: G(1074)=3,Z(1074)=0
Ptn-1075 C: G(1075)=3,Z(1075)=0
Ptn-1076 C: G(1076)=1,Z(1076)=0
Ptn-1077 C: G(1077)=1,Z(1077)=0
Ptn-1078 C: G(1078)=1,Z(1078)=0
Ptn-1079 C: G(1079)=1,Z(1079)=0
Ptn-1080 C: G(1080)=1,Z(1080)=0
Ptn-1081 C: G(1081)=1,Z(1081)=0
Ptn-1082 C: G(1082)=3,Z(1082)=0
Ptn-1083 C: G(1083)=3,Z(1083)=0
Ptn-1084 C: G(1084)=3,Z(1084)=0
Ptn-1085 C: G(1085)=3,Z(1085)=0
Ptn-1086 C: G(1086)=3,Z(1086)=0
Ptn-1087 C: G(1087)=3,Z(1087)=0
Ptn-1088 C: G(1088)=3,Z(1088)=0
Ptn-1089 C: G(1089)=3,Z(1089)=0
Ptn-1090 C: G(1090)=3,Z(1090)=0
Ptn-1091 C: G(1091)=3,Z(1091)=0
Ptn-1092 C: G(1092)=3,Z(1092)=0
Ptn-1093 C: G(1093)=3,Z(1093)=0
Ptn-1094 C: G(1094)=3,Z(1094)=0
Ptn-1095 C: G(1095)=3,Z(1095)=0
Ptn-1096 C: G(1096)=3,Z(1096)=0
Ptn-1097 C: G(1097)=3,Z(1097)=0
Ptn-1098 C: G(1098)=3,Z(1098)=0
Ptn-1099 C: G(1099)=3,Z(1099)=0
Ptn-1100 C: G(1100)=3,Z(1100)=0
Ptn-1101 C: G(1101)=3,Z(1101)=0
Ptn-1102 C: G(1102)=3,Z(1102)=0
Ptn-1103 C: G(1103)=3,Z(1103)=0
Ptn-1104 C: G(1104)=3,Z(1104)=0
Ptn-1105 C: G(1105)=3,Z(1105)=0
Ptn-1106 C: G(1106)=3,Z(1106)=0
Ptn-1107 C: G(1107)=3,Z(1107)=0
Ptn-1108 C: G(1108)=3,Z(1108)=0
Ptn-1109 C: G(1109)=3,Z(1109)=0
Ptn-1110 C: G(1110)=3,Z(1110)=0
Ptn-1111 C: G(1111)=3,Z(1111)=0
Ptn-1112 C: G(1112)=3,Z(1112)=2
Ptn-1113 C: G(1113)=3,Z(1113)=2
Ptn-1114 C: G(1114)=3,Z(1114)=0
Ptn-1115 C: G(1115)=3,Z(1115)=0
Ptn-1116 C: G(1116)=3,Z(1116)=0
Ptn-1117 C: G(1117)=3,Z(1117)=0
Ptn-1118 C: G(1118)=3,Z(1118)=0
Ptn-1119 C: G(1119)=3,Z(1119)=0
Ptn-1120 C: G(1120)=3,Z(1120)=0
Ptn-1121 C: G(1121)=3,Z(1121)=0
Ptn-1122 C: G(1122)=3,Z(1122)=0
Ptn-1123 C: G(1123)=3,Z(1123)=0
Ptn-1124 C: G(1124)=3,Z(1124)=0
Ptn-1125 C: G(1125)=3,Z(1125)=0
Ptn-1126 C: G(1126)=3,Z(1126)=0
Ptn-1127 C: G(1127)=3,Z(1127)=0
Ptn-1128 C: G(1128)=3,Z(1128)=0
Ptn-1129 C: G(1129)=3,Z(1129)=0
Ptn-1130 C: G(1130)=3,Z(1130)=0
Ptn-1131 C: G(1131)=3,Z(1131)=0
Ptn-1132 C: G(1132)=3,Z(1132)=0
Ptn-1133 C: G(1133)=3,Z(1133)=0
Ptn-1134 C: G(1134)=3,Z(1134)=0
Ptn-1135 C: G(1135)=3,Z(1135)=0
Ptn-1136 C: G(1136)=3,Z(1136)=0
Ptn-1137 C: G(1137)=3,Z(1137)=0
Ptn-1138 C: G(1138)=3,Z(1138)=0
